# Star name mapping for asterisms.dat
# Format: HIP|Designation|CommonName
# Designation: Bayer (Alpha And) or Flamsteed (51 And)
# CommonName: proper name if any
# Generated from Celestia starnames.dat
# Total stars: 3293
41483||F Vel
41574|28 Cnc|
41578|29 Cnc|
41704|Omicron UMa|Muscida
41816|Upsilon1 Cnc|
41822|Theta Cnc|
41904|34 Cnc|
41909|Eta Cnc|
41940|Upsilon2 Cnc|
41975|32 Lyn|
42080|2 UMa|
42088||C Vel
42090|33 Lyn|
42129||e1 Car
42133|35 Cnc|
42134||e2 Car
42146|3 Hya|
42265|36 Cnc|c Cnc
42312||e Vel
42313|Delta Hya|
42334|Eta Pyx|
42353|37 Cnc|
42402|Sigma Hya|Minhar al Shuja
42425|Theta Vol|
42438|Pi1 UMa|
42483|Zeta Pyx|
42485|38 Cnc|
42509|6 Hya|a Hya
42515|Beta Pyx|
42516|39 Cnc|
42523|40 Cnc|
42527|Pi2 UMa|
42536|Omicron Vel|
42556|Epsilon Cnc|
42568||d Car
42570||b Vel
42604|34 Lyn|
42624||n Vel
42637|Eta Cha|
42662|9 Hya|
42795|45 Cnc|
42799|Eta Hya|
42806|Gamma Cnc|Asellus Borealis
42828|Alpha Pyx|
42834||D Vel
42835||F Hya
42884||d Vel
42911|Delta Cnc|Asellus Australis
42913|Delta Vel|
42917|49 Cnc|b Cnc
42931|10 Hya|
42954|46 Cnc|
43023||a Vel
43067|12 Hya|D Hya
43100|Iota Cnc B|
43103|Iota Cnc A|
43105||f Car
43109|Epsilon Hya|
43121|50 Cnc|
43234|Rho Hya|
43305|14 Hya|
43347||g Vel
43409|Gamma Pyx|
43413||f Vel
43454|54 Cnc|
43496|15 Hya|
43531|35 Lyn|
43575|53 Cnc|
43584|Sigma1 Cnc|
43587|Rho1 Cnc|
43644|5 UMa|b UMa
43721|57 Cnc|
43783||c Car
43813|Zeta Hya|
43822|17 Hya|
43825|Delta Pyx|
43834|Rho2 Cnc|
43851|60 Cnc|
43878||H Vel
43903|6 UMa|
43908|Zeta Oct|
43932|Sigma2 Cnc|
43937||b1 Car
43970|Omicron1 Cnc|
44001|Omicron2 Cnc|
44031|61 Cnc|
44066|Alpha Cnc|Acubens
44127|Iota UMa|Talitha Borealis
44143||b2 Car
44154|Sigma3 Cnc|
44191||w Vel
44248|10 UMa|
44307|66 Cnc|
44342|67 Cnc|
44382|Alpha Vol|
44390|Rho UMa|
44405|Nu Cnc|
44471|Kappa UMa|Talitha Australis
44511||c Vel
44512|70 Cnc|
44659|Omega Hya|
44798|Kappa Cnc|
44816|Lambda Vel|Suhail
44818|Tau Cnc|
44824|Kappa Pyx|
44857|Sigma1 UMa|
44883|19 Hya|
44892|75 Cnc|
44901|15 UMa|f UMa
44946|Xi Cnc|
44961|20 Hya|
45001|Epsilon Pyx|
45033|79 Cnc|
45038|Sigma2 UMa|
45075|Tau UMa|
45080||a Car
45101||i Car
45170|Pi1 Cnc|
45184|21 Hya|
45238|Beta Car|Miaplacidus
45290|36 Lyn|
45333|16 UMa|c UMa
45336|Theta Hya|
45344||z Vel
45410|Pi Cnc|
45439||l Vel
45448||k Vel
45455|17 UMa|
45493|18 UMa|e UMa
45496||g Car
45526|24 Hya|
45527|23 Hya|
45556|Iota Car|Aspidiske
45631||K Vel
45688|38 Lyn|
45751|26 Hya|
45811|27 Hya|
45856||k Car
45860|Alpha Lyn|
45902|Theta Pyx|
45941|Kappa Vel|
46026|Lambda Pyx|
46107|Iota Cha|
46146|Kappa Leo|
46221|28 Hya|
46283||I Vel
46365|29 Hya|
46371||G Hya
46390|Alpha Hya|Alphard
46454|Omega Leo|
46457|3 Leo|
46509|Tau1 Hya|Ukdah
46515|Epsilon Ant|
46651|Psi Vel|
46652|7 LMi|
46657|Zeta1 Ant|
46701||N Vel
46733|23 UMa|h UMa
46734|Zeta2 Ant|
46735|8 LMi|
46750|Lambda Leo|Alterf
46771|Xi Leo|
46774|6 Leo|
46776|Tau2 Hya|
46853|Theta UMa|Al Haud
46904|9 LMi|
46928|Zeta Cha|
46950||L Vel
46952|10 LMi|
46974||h Car
46977|24 UMa|d UMa
46982|33 Hya|
47006|26 UMa|
47013|22 UMa|
47080|11 LMi|
47096|7 Leo|
47175||M Vel
47189|8 Leo|
47205|10 Leo|
47249|34 Hya|
47267||y Vel
47300|42 Lyn|
47310|2 Sex|
47391||m Car
47427|37 Hya|
47431|Iota Hya|
47452|Kappa Hya|
47508|Omicron Leo|Subra
47522||I Hya
47550|13 Leo|
47570|43 Lyn|
47631|13 LMi|
47654|27 UMa|
47701|15 Leo|f Leo
47717||O Vel
47723|Psi Leo|
47758|Theta Ant|
47854||l Car
47908|Epsilon Leo|Ras Elased australis
47911|28 UMa|
47956|Nu Cha|
47959|18 Leo|
48002|Upsilon Car|
48029|19 Leo|
48218|20 Leo|
48224||u Vel
48273|4 Sex|
48319|Upsilon UMa|
48324|23 Leo|
48341|6 Sex|
48356|Upsilon1 Hya|
48374||m Vel
48390|22 Leo|g Leo
48402|Phi UMa|
48414|7 Sex|
48437|Gamma Sex|
48455|Mu Leo|Rasalas
48682|31 UMa|
48774|Phi Vel|Tseen Ke
48833|19 LMi|
48883|Nu Leo|
48926|Eta Ant|
48990|12 Sex|
49029|Pi Leo|
49065|Mu Cha|
49081|20 LMi|
49329|13 Sex|
49402|Upsilon2 Hya|
49530|14 Sex|
49583|Eta Leo|
49593|21 LMi|
49637|31 Leo|
49641|Alpha Sex|
49669|Alpha Leo|Regulus
49712||Q Vel
49812|17 Sex|
49841|Lambda Hya|
49865|18 Sex|
49929|34 Leo|
50027|19 Sex|
50099|Omega Car|
50191||q Vel
50218|22 LMi|
50303|23 LMi|
50316|24 LMi|
50319|35 Leo|
50333|37 Leo|
50335|Zeta Leo|Adhafera
50371||q Car
50372|Lambda UMa|Tania Borealis
50384|39 Leo|
50414|Epsilon Sex|
50448|32 UMa|
50564|40 Leo|
50583|Gamma1 Leo|Algieba
50676||J Vel
50684|23 Sex|Rs sex
50755|42 Leo|
50799||r Vel
50801|Mu UMa|Tania Australis
50851|43 Leo|
50860|27 LMi|
50885|25 Sex|
50935|28 LMi|
51008|44 Leo|
51056|30 LMi|
51069|Mu Hya|
51172|Alpha Ant|
51213|45 Leo|
51232||s Car
51233|Beta LMi|
51362|Delta Sex|
51376|Delta Ant|
51401|35 UMa|
51420|32 LMi|
51437|Beta Sex|
51459|36 UMa|
51556|33 LMi|
51576||p Car
51585|46 Leo|
51624|Rho Leo|
51635||t Vel
51685|34 LMi|
51718|44 Hya|
51775|48 Leo|
51802|49 Leo|
51814|37 UMa|
51839|Gamma Cha|
51849||r Car
51905|Phi2 Hya|
51912||t1 Car
51914|35 LMi|
51986||p Vel
52032|36 LMi|
52085|Phi Hya|
52098|37 LMi|
52139|38 LMi|
52154||x Vel
52316|33 Sex|
52353|38 UMa|
52419|Theta Car|
52422|40 LMi|
52452|35 Sex|
52457|41 LMi|
52468||w Car
52478|39 UMa|
52584|36 Sex|
52595|Delta1 Cha|
52633|Delta2 Cha|
52638|42 LMi|
52685|41 UMa|
52686|51 Leo|m Leo
52689|52 Leo|k Leo
52727|Mu Vel|
52737||b1 Hya
52882|43 LMi|
52911|53 Leo|l Leo
52913|40 Sex|
52943|Nu Hya|
52959|44 LMi|
52980|41 Sex|
53043|43 UMa|
53064|42 UMa|
53229|46 LMi|Praecipula
53252||b3 Hya
53253||u Car
53261|44 UMa|
53273||p1 Leo
53295|Omega UMa|
53355|48 LMi|
53417|54 Leo|
53423|55 Leo|
53426|46 UMa|
53449|56 Leo|
53492|50 LMi|
53502|Iota Ant|
53702|Eta Oct|
53721|47 UMa|
53740|Alpha Crt|Alkes
53773||i Vel
53807|58 Leo|
53824|59 Leo|c Leo
53838|49 UMa|
53907|61 Leo|p2 Leo
53910|Beta UMa|Merak
53954|60 Leo|b Leo
54049|62 Leo|p3 Leo
54061|Alpha UMa|Dubhe
54136|51 UMa|
54182|Chi Leo|
54204|Chi1 Hya|
54255|Chi2 Hya|
54301||z Car
54336|65 Leo|p4 Leo
54388|64 Leo|
54463||x Car
54487|67 Leo|
54539|Psi UMa|
54682|Beta Crt|
54849|69 Leo|p5 Leo
54872|Delta Leo|Zosma
54879|Theta Leo|Chertan
54951|72 Leo|
55016|73 Leo|n Leo
55084|Phi Leo|
55137|75 Leo|
55203|Xi UMa|Alula Australis
55219|Nu UMa|Alula Borealis
55249|76 Leo|
55266|55 UMa|
55282|Delta Crt|
55425|Pi Cen|
55434|Sigma Leo|
55560|56 UMa|
55598|Lambda Crt|
55642|Iota Leo|Tsze Tseang
55650|79 Leo|
55687|Epsilon Crt|
55705|Gamma Crt|
55765|81 Leo|
55791|80 Leo|
55846|83 Leo|
55874|Kappa Crt|
55945|Tau Leo|
56034|57 UMa|
56080|85 Leo|
56127|87 Leo|e Leo
56146|86 Leo|
56148|58 UMa|
56211|Lambda Dra|Giausar
56242|88 Leo|
56243|Omicron1 Cen|
56250|Omicron2 Cen|
56280|17 Crt|
56343|Xi Hya|
56445|89 Leo|
56473|90 Leo|
56480||A Cen
56518||C1 Cen
56561|Lambda Cen|
56573||C2 Cen
56583|2 Dra|
56633|Theta Crt|
56647|Upsilon Leo|
56675|Pi Cha|
56700||C3 Cen
56770|59 UMa|
56779|Omega Vir|
56789|60 UMa|
56802|Iota Crt|
56922|Omicron Hya|
56975|92 Leo|
56997|61 UMa|
57029|62 UMa|
57111|3 Dra|
57283|Zeta Crt|
57328|Xi Vir|
57363|Lambda Mus|
57380|Nu Vir|
57399|Chi UMa|
57562|4 Vir|
57565|93 Leo|
57581|Mu Mus|
57632|Beta Leo|Denebola
57669||j Cen
57757|Beta Vir|Zavijava
57803||B Cen
57936|Beta Hya|
58001|Gamma UMa|Phecda
58110|6 Vir|
58112|65 UMa A|
58117|65 UMa D|
58159|95 Leo|o Leo
58181|66 UMa|
58188|Eta Crt|
58484|Epsilon Cha|
58510|7 Vir|b Vir
58587|31 Crt|
58590|Pi Vir|
58684|67 UMa|
58758|Theta1 Cru|
58858|2 Com|
58867|Theta2 Cru|
58905|Kappa Cha|
58948|Omicron Vir|
59072|Eta Cru|
59184||E Cen
59196|Delta Cen|
59199|Alpha Crv|Alchiba
59285|10 Vir|
59309|11 Vir|
59316|Epsilon Crv|
59352|3 Com|
59394|3 Crv|
59449|Rho Cen|
59458|68 UMa|
59468|4 Com|
59501|5 Com|
59608|12 Vir|
59654||D Cen
59747|Delta Cru|
59774|Delta UMa|Megrez
59803|Gamma Crv|Gienah
59819|6 Com|
59831|2 CVn|
59847|7 Com|
59929|Epsilon Mus|
60000|Beta Cha|
60009|Zeta Cru|
60030|13 Vir|
60059||F Cen
60087|8 Com|
60098|9 Com|
60122|3 CVn|
60129|Eta Vir|Zaniah
60172|16 Vir|c Vir
60189|Zeta Crv|
60202|11 Com|
60212|70 UMa|
60260|Epsilon Cru|
60320|Zeta2 Mus|
60329|Zeta1 Mus|
60351|12 Com|
60353|17 Vir|
60425|6 Crv|
60449||x1 Cen
60467|4 CVn|
60485|5 CVn|
60514|13 Com|
60584|71 UMa|
60610||x2 Cen
60646|6 CVn|
60697|14 Com|
60710||G Cen
60718|Alpha1 Cru|Acrux
60742|Gamma Com|
60746|16 Com|
60795|73 UMa|
60823|Sigma Cen|
60855||u Cen
60904|17 Com|
60941|18 Com|
60957|20 Com|
60965|Delta Crv|Algorab
60978|74 UMa|
60988|7 CVn|
60992|75 UMa|
60998|4 Dra|
61071|21 Com|
61084|Gamma Cru|Gacrux
61136|35 Cru|
61174|Eta Crv|
61199|Gamma Mus|
61246|20 Vir|
61281|Kappa Dra|
61295|22 Com|
61317|Beta CVn|Chara
61318|21 Vir|q Vir
61359|Beta Crv|Kraz
61384|6 Dra|
61394|23 Com|
61415|24 Com B|
61418|24 Com A|
61558|25 Vir|f Vir
61571|25 Com|
61585|Alpha Mus|
61622|Tau Cen|
61692|9 CVn|
61724|26 Com|
61740|Chi Vir|
61789||l Cen
61932|Gamma Cen|Muhlifain
61936|76 UMa|
61937|27 Vir|
61941|Gamma Vir|Porrima
61960|Rho Vir|
61966|39 Cru|
61968|31 Vir|d1 Vir
62012||w Cen
62207|10 CVn|
62223||Y CVn
62267|32 Vir|d2 Vir
62268|Iota Cru|
62322|Beta Mus|
62325|33 Vir|
62356|27 Com|
62394|34 Vir|
62423|7 Dra|
62434|Beta Cru|Mimosa
62443|35 Vir|
62478|28 Com|
62516|11 CVn|
62541|29 Com|
62576|30 Com|
62683||p Cen
62757|37 Vir|
62763|31 Com|
62807|32 Com|
62867||e Cen
62875|38 Vir|
62886|35 Com|
62896||n Cen
62931|Kappa Cru|
62933|41 Vir|
62956|Epsilon UMa|Alioth
62985|Psi Vir|
63003|Mu1 Cru|
63005|Mu2 Cru|
63007|Lambda Cru|
63031|Iota Oct|
63076|8 Dra|
63090|Delta Vir|Minelauva
63121|Alpha1 CVn|
63125|Alpha2 CVn|Cor Caroli
63210||H Cen
63355|36 Com|
63414|44 Vir|k Vir
63432|9 Dra|
63462|37 Com|
63494|46 Vir|
63503|78 UMa|
63533|38 Com|
63608|Epsilon Vir|Vindemiatrix
63613|Delta Mus|
63724|Xi1 Cen|
63750|48 Vir|
63901|14 CVn|
63945||f Cen
63948|39 Com|
63950|40 Com|
64004|Xi2 Cen|
64022|41 Com|
64078|49 Vir|
64094|Theta Mus|
64122||g Vir
64166|Psi Hya|
64217|15 CVn|
64224|50 Vir|
64238|Theta Vir|
64241|Alpha Com|
64246|17 CVn|
64394|Beta Com|
64407|53 Vir|
64520|54 Vir|
64577|55 Vir|
64661|Eta Mus|
64692|19 CVn|
64725|57 Vir|
64792|59 Vir|e Vir
64803||r Cen
64844|20 CVn|
64852|Sigma Vir|
64906|21 CVn|
64924|61 Vir|
64962|Gamma Hya|
65072|23 CVn|
65109|Iota Cen|
65241|64 Vir|
65271||J Cen
65301|63 Vir|
65323|65 Vir|
65378|Zeta UMa|Mizar
65387||m Cen
65420|66 Vir|
65468|Iota1 Mus|
65474|Alpha Vir|Spica
65477|80 UMa|Alcor
65581|68 Vir|i Vir
65628|Iota2 Mus|
65639|69 Vir|
65721|70 Vir|
65790|71 Vir|
65810||K Cen
65892|72 Vir|
65936||d Cen
66006|74 Vir|l Vir
66015|73 Vir|
66091|75 Vir|
66098|76 Vir|h Vir
66198|81 UMa|
66200|78 Vir|o Vir
66234|24 CVn|
66249|Zeta Vir|Heze
66320|80 Vir|
66458|25 CVn|
66634|82 UMa|
66657|Epsilon Cen|
66727|1 Boo|
66738|83 UMa|Alkor
66753|Kappa Oct|
66763|2 Boo|
66803|82 Vir|m Vir
66821||Q Cen
66936|84 Vir|
67057|83 Vir|
67139|85 Vir|
67153|1 Cen|i Cen
67172|86 Vir|
67231|84 UMa|
67234||M Cen
67239|3 Boo|
67244||z Cen
67275|Tau Boo|
67288|87 Vir|
67301|Eta UMa|Benetnasch
67457|2 Cen|
67459|Upsilon Boo|
67464|Nu Cen|
67472|Mu Cen|
67480|6 Boo|e Boo
67494|89 Vir|
67627|10 Dra|i Dra
67669|3 Cen|
67786|4 Cen|h Cen
67787|7 Boo|
67819||y Cen
67848|86 UMa|
67927|Eta Boo|Muphrid
67929|90 Vir|p Vir
68002|Zeta Cen|
68092|92 Vir|
68103|9 Boo|
68245|Phi Cen|
68269|47 Hya|
68276|10 Boo|
68282|Upsilon1 Cen|
68390|48 Hya|
68478|11 Boo|
68520|Tau Vir|
68523|Upsilon2 Cen|
68702|Beta Cen|Agena
68756|Alpha Dra|Thuban
68815|Theta Aps|
68862|Chi Cen|
68895|Pi Hya|
68933|Theta Cen|Menkent
68940|95 Vir|
68956|3 UMi|
69068|13 Boo|
69112|4 UMi|
69127|96 Vir|
69226|12 Boo|d Boo
69415|50 Hya|
69427|Kappa Vir|
69481|Kappa1 Boo|
69483|Kappa2 Boo|
69536|14 Boo|
69612|15 Boo|
69673|Alpha Boo|Arcturus
69701|Iota Vir|Syrma
69713|Iota Boo|
69732|Lambda Boo|
69879||A Boo
69896|Eta Aps|
69929||Cs Vir
69974|Lambda Vir|
69989|18 Boo|
69996|Iota Lup|
70012|Upsilon Vir|
70027|20 Boo|
70069||v Cen
70090|Psi Cen|
70248|Epsilon Aps|
70300||a Cen
70306|51 Hya|k Hya
70336|2 Lib|
70497|Theta Boo|
70574|Tau1 Lup|
70576|Tau2 Lup|
70602|22 Boo|f Boo
70638|Delta Oct|
70680|104 Vir|
70692|5 UMi|
70753|52 Hya|l Hya
70755|Phi Vir|
70791|24 Boo|g Boo
70794|106 Vir|
70890|Alpha Cen C|Proxima
71053|Rho Boo|
71075|Gamma Boo|Seginus
71115|26 Boo|
71121|Sigma Lup|
71284|Sigma Boo|
71352|Eta Cen|
71536|Rho Lup|
71618|33 Boo|
71681|Alpha2 Cen|Rigel Kentaurus B
71683|Alpha1 Cen|Rigel Kentaurus A
71762|Pi1 Boo|
71795|Zeta Boo|
71832|31 Boo|
71837|32 Boo|
71860|Alpha Lup|Men
71908|Alpha Cir|
71957|Mu Vir|
71974|4 Lib|
71995|34 Boo|W Boo
72010||c1 Cen
72104||c2 Cen
72105|Epsilon Boo|Izar
72125|Omicron Boo|
72154|108 Vir|
72194|5 Lib|
72197|54 Hya|m Hya
72220|109 Vir|
72290||b Lup
72323|55 Hya|
72357|56 Hya|
72370|Alpha Aps|
72378|57 Hya|
72487|38 Boo|h Boo
72489|Mu Lib|
72524|39 Boo|
72571|58 Hya|E Hya
72603|Alpha1 Lib|
72607|Beta UMi|Kocab
72622|Alpha2 Lib|Zubenelgenubi
72631|11 Lib|
72659|Xi Boo|
72683|Omicron Lup|
72929|12 Lib|
72934|Xi1 Lib|
72965|Zeta Cir|
73095||c Lup
73129|Theta Cir|
73133|Xi2 Lib|
73165|16 Lib|
73184||33 g Lib
73199||Rr UMi
73249|17 Lib|
73273|Beta Lup|
73284|59 Hya|
73310|18 Lib|
73334|Kappa Cen|Ke Kwan
73369|40 Boo|
73473|Delta Lib|Zuben Elakribi
73540|Pi1 Oct|
73555|Beta Boo|Nekkar
73566|60 Hya|
73568|Omega Boo|
73620|110 Vir|
73695|44 Boo|i Boo
73714|Sigma Lib|
73745|Psi Boo|
73771|Pi2 Oct|
73776|Eta Cir|
73807|Pi Lup|
73841|47 Boo|k Boo
73945|Nu Lib|
73996|45 Boo|c Boo
74087|46 Boo|b Boo
74117|Lambda Lup|
74296|Omega Oct|
74376|Kappa1 Lup|
74380|Kappa2 Lup|
74392|Iota1 Lib|
74395|Zeta Lup|
74449||e Lup
74493|Iota2 Lib|
74500|23 Lib|
74596|Chi Boo|
74600|26 Lib|
74604|1 Lup|i Lup
74649|3 Ser|
74666|Delta Boo|
74689|4 Ser|
74778|Delta Cir|
74785|Beta Lib|Zubeneschamali
74793|11 UMi|
74824|Beta Cir|
74837|Epsilon Cir|
74857|2 Lup|f Lup
74911|Mu Lup|
74946|Gamma TrA|
74975|5 Ser|
75049|Omicron CrB|
75097|Gamma UMi|Pherkad
75110|28 Lib|
75118|Omicron Lib|
75119|6 Ser|
75141|Delta Lup|
75177|Phi1 Lup|
75178|50 Boo|
75181|Nu2 Lup|
75206|Nu1 Lup|
75230|7 Ser|
75264|Epsilon Lup|
75304|Phi2 Lup|
75312|Eta CrB|
75323|Gamma Cir|
75342|8 Ser|
75379|Epsilon Lib|
75411|Mu1 Boo|Alkalurops
75415|Mu2 Boo|
75439|Upsilon Lup|
75458|Iota Dra|Edasich
75501||k Lup
75530|Tau1 Ser|
75695|Beta CrB|Nusakan
75730|Zeta1 Lib|
75761|10 Ser|
75848|33 Lib|
75944|Zeta3 Lib|
75973|Nu1 Boo|
76008|Theta UMi|
76013|Kappa1 Aps|
76041|Nu2 Boo|
76069|Tau2 Ser|
76126|Zeta Lib|
76127|Theta CrB|
76133|11 Ser|
76219|37 Lib|
76259|36 Lib|
76267|Alpha CrB|Alphekkai
76276|Delta Ser|
76297|Gamma Lup|
76307|Mu CrB|
76333|Gamma Lib|Zuben Elakrab
76337|Tau3 Ser|
76371||d Lup
76423|Tau4 Ser|
76424|Tau5 Ser|
76425|16 Ser|
76427|14 Ser|
76440|Epsilon TrA|
76470|Upsilon Lib|
76534|Phi Boo|
76552|Omega Lup|
76600|Tau Lib|
76628|41 Lib|
76669|Zeta1 CrB|
76705|Psi1 Lup|
76742|42 Lib|
76750|Kappa2 Aps|
76810|Tau6 Ser|
76829||g Lup
76852|Iota Ser|
76866|Chi Ser|
76878|Tau7 Ser|
76880|Kappa Lib|
76939||h Lup
76945|Psi2 Lup|
76952|Gamma CrB|
76996|Rho Oct|
77048|Pi CrB|
77052|Psi Ser|
77055|Zeta UMi|
77060|Eta Lib|Zubenhakrabi
77070|Alpha Ser|Unuk
77111|Tau8 Ser|
77227|25 Ser|
77233|Beta Ser|Chow
77257|Lambda Ser|
77336|Upsilon Ser|
77450|Kappa Ser|
77512|Delta CrB|
77516|Mu Ser|
77578|Omega Ser|
77622|Epsilon Ser|
77634|Chi Lup|
77635|1 Sco|b Sco
77655|Kappa CrB|
77660|36 Ser|b Ser
77661|Rho Ser|
77760|Chi Her|
77801|39 Ser|
77811|Lambda Lib|
77840|2 Sco|
77853|Theta Lib|
77907|2 Her|
77909|3 Sco|
77910|40 Ser|
77939|47 Lib|
77952|Beta TrA|
77982|Kappa TrA|
77984|4 Sco|
77986|4 Her|
78012|Lambda CrB|
78072|Gamma Ser|
78104|Rho Sco|
78105|Xi1 Lup|
78106|Xi2 Lup|
78132|Phi Ser|
78159|Epsilon CrB|
78207|48 Lib|
78265|Pi Sco|
78384|Eta Lup|
78400|49 Lib|
78401|Delta Sco|Dschubba
78436|50 Lib|
78459|Rho CrB|
78481|5 Her|r Her
78493|Iota CrB|
78527|Theta Dra|
78554|Pi Ser|
78592|Upsilon Her|
78639|Eta Nor|
78662|Iota1 Nor|
78685|43 Ser|
78727|Xi Sco|
78820|Beta1 Sco|Graffias
78821|Beta2 Sco|
78914|Delta Nor|
78918|Theta Lup|
78933|Omega1 Sco|
78990|Omega2 Sco|
79005|11 Sco|
79007|45 Ser|
79043|Kappa Her|Maasim
79045|7 Her B|
79072|47 Ser|
79101|Phi Her|
79102|8 Her|
79119|Tau CrB|
79153|Iota2 Nor|
79248|14 Her|
79280|19 UMi|
79332||q Her
79349|10 Her|
79374|Nu Sco|Jabbah
79375|Psi Sco|
79387|16 Sco|
79399|12 Sco|c1 Sco
79404|13 Sco|c2 Sco
79420|20 UMi|
79488|9 Her|
79497|Zeta Nor|
79509|Kappa Nor|
79540|Chi Sco|
79593|Delta Oph|Yed prior
79607|Sigma CrB|
79653|Theta Nor|
79664|Delta TrA|
79666|16 Her|
79672|18 Sco|
79757|Upsilon CrB|
79790|Gamma1 Nor|
79822|Eta UMi|
79881||d Sco
79882|Epsilon Oph|Yed posterior
79963|Lambda Nor|
79992|Tau Her|
80000|Gamma2 Nor|
80047|Delta1 Aps|
80057|Delta2 Aps|
80079|Omicron Sco|
80112|Sigma Sco|Al Niyat
80170|Gamma Her|
80179|Sigma Ser|
80181|Xi CrB|
80197|Nu1 CrB|
80214|Nu2 CrB|
80331|Eta Dra|
80343|Psi Oph|
80351|21 Her|o Her
80460|25 Her|
80463|Omega Her|Cujam
80473|Rho Oph|
80569|Chi Oph|
80582|Epsilon Nor|
80628|Upsilon Oph|
80645|Iota TrA|
80650|15 Dra|
80686|Zeta TrA|
80704|30 Her|g Her
80763|Alpha Sco|Antares
80809|34 Her|
80815|22 Sco|i Sco
80816|Beta Her|Kornephoros
80843||s Her
80883|Lambda Oph|Marfik
80894|Phi Oph|
80975|Omega Oph|
81007|28 Her|n Her
81008|29 Her|h Her
81065|Gamma Aps|
81122|Mu Nor|
81126|Sigma Her|
81252|Theta TrA|
81266|Tau Sco|
81290|16 Dra|
81292|17 Dra|
81300|12 Oph|
81377|Zeta Oph|
81497|42 Her|
81634|36 Her|
81641|37 Her|
81660|18 Dra|g Dra
81693|Zeta Her|
81710|Eta1 TrA|
81729|39 Her|
81734|14 Oph|
81833|Eta Her|
81852|Beta Aps|
82037|16 Oph|
82073|43 Her|i Her
82080|Epsilon UMi|
82140|25 Sco|
82162|19 Oph|
82216|45 Her|l Her
82273|Alpha TrA|Atria
82321|52 Her|
82363|Eta Ara|
82369|20 Oph|
82396|Epsilon Sco|
82402|47 Her|k Her
82422|50 Her|
82480|21 Oph|
82504|51 Her|
82514|Mu1 Sco|
82526|49 Her|
82545|Mu2 Sco|
82587|53 Her|
82671|Zeta1 Sco|
82673|Iota Oph|
82729|Zeta2 Sco|
82730|23 Oph|
82780|56 Her|
82802|54 Her|
82860|19 Dra|h Dra
82898|20 Dra|
82925|24 Oph|
82960|27 Sco|
82987|57 Her|
83000|Kappa Oph|
83081|Zeta Ara|
83153|Epsilon1 Ara|
83196|26 Oph|
83207|Epsilon Her|
83262|30 Oph|
83313|59 Her|d Her
83331|29 Oph|
83431|Epsilon2 Ara|
83462|61 Her|
83574||k Sco
83608|Mu Dra|Arrakis
83613|60 Her|
83838||c Her
83895|Zeta Dra|Kaou Pih
84012|Eta Oph|Sabik
84054|63 Her|
84143|Eta Sco|
84177|37 Oph|
84345|Alpha1 Her|Rasalgethi
84379|Delta Her|Sarin
84380|Pi Her|
84405|36 Oph|
84500|38 Oph|U Oph
84514|41 Oph|
84535|Lambda UMi|
84573|68 Her|u Her
84606|69 Her|e Her
84625|Omicron Oph B|
84626|Omicron Oph A|
84671||e Oph
84835|74 Her|
84862|72 Her|w Her
84880|Nu Ser|
84887|70 Her|
84893|Xi Oph|
84969|Zeta Aps|
84970|Theta Oph|
84979|Iota Aps|
85079|Iota Ara|
85084|43 Oph|
85112|Rho Her|
85157|73 Her|
85258|Beta Ara|
85267|Gamma Ara|
85312|Kappa Ara|
85340|44 Oph|b Oph
85355|Sigma Oph|
85379|77 Her|x Her
85423|45 Oph|d Oph
85670|Beta Dra|Rastaban
85693|Lambda Her|Maasym
85696|Upsilon Sco|Lesath
85699|24 UMi|
85727|Delta Ara|
85755|51 Oph|c Oph
85790|78 Her|
85792|Alpha Ara|Tchou
85805|27 Dra|f Dra
85819|Nu1 Dra|Kuma
85822|Delta UMi|Yildun
85829|Nu2 Dra|
85852|29 Dra|
85927|Lambda Sco|Shaula
85998|53 Oph|f Oph
86032|Alpha Oph|Rasalhague
86036|26 Dra|
86060|52 Oph|
86092|Sigma Ara|
86182|82 Her|y Her
86201|Omega Dra|
86228|Theta Sco|Sargas
86254|79 Her|
86263|Xi Ser|
86284|Mu Oph|
86305|Pi Ara|
86414|Iota Her|
86486|Lambda Ara|
86565|Omicron Ser|
86614|Psi1 Dra A|Dziban
86620|Psi1 Dra B|
86667|83 Her|
86670|Kappa Sco|
86731|84 Her|
86736|58 Oph|
86742|Beta Oph|Cebalrai
86796|Mu Ara|
86831|61 Oph|
86929|Eta Pav|
86974|Mu Her|
87072|3 Sgr|
87073|Iota1 Sco|
87108|Gamma Oph|
87194|87 Her|
87212|30 Dra|
87234|35 Dra|
87261||G Sco
87280|88 Her|z Her
87294|Iota2 Sco|
87563|90 Her|f Her
87585|Xi Dra|Grumium
87706|63 Oph|
87728|Psi2 Dra|
87747|89 Her|
87808|Theta Her|
87833|Gamma Dra|Etamin
87933|Xi Her|
87937||Barnard's star
87998|Nu Her|
88048|Nu Oph|
88116|4 Sgr|
88127|40 Dra|
88128|93 Her|
88136|41 Dra|
88149|66 Oph|
88175|Zeta Ser|
88192|67 Oph|
88258|6 Sgr|
88267|95 Her|
88290|68 Oph|
88331|96 Her|
88346|97 Her|
88380|7 Sgr|
88404|Tau Oph|
88469|9 Sgr|
88567|Gamma1 Sgr|
88601|70 Oph|
88635|Gamma Sgr|Alnasl
88657|98 Her|
88714|Theta Ara|
88745|99 Her|b Her
